term,count
14098,1
14099287,1
141.6,1
141097309041,1
1413,1
1419,1
14209,1
14237,1
14240902,1
14244345,1
14246,1
1427,1
14309,1
14309034,1
14322,1
143222,1
143224,1
14350951,1
143512,1
143743,1
144.09,1
144091163,1
1441485,1
1443509,1
144361,1
1447383,1
14474,1
14478,1
1449,1
14499,1
14508931,1
14591,1
14597,1
146.0,1
146.40941,1
146.44,1
146.7,1
1461082,1
14610951156,1
14678,1
147.4,1
1476,1
1480809287,1
1483,1
1485,1
149.094309034,1
149.1,1
149.5,1
149.91,1
149.943,1
14906573,1
1490973,1
149163,1
1492,1
149238,1
14927087,1
1493,1
14945,1
149451,1
149704,1
14984,1
150.11,1
150.1185,1
150.11857,1
150.14,1
150.1515,1
150.194,1
150.195014,1
150.1950944,1
150.2373,1
150.7,1
150.711,1
150.712,1
150.725,1
150.78,1
150.81,1
150.904,1
150.944,1
150.947,1
150.952,1
15033104381,1
15044,1
15049,1
15061,1
15077,1
15082,1
150842,1
1509,1
150902,1
15092,1
15094,1
15094867,1
15095694,1
151.22,1
151.222,1
151.2222,1
151.22223,1
151.223,1
151.2238,1
151.25,1
151.263,1
151.2651,1
151.28,1
151.2861,1
1516,1
1517,1
152.05,1
152.08,1
152.09,1
152.109,1
152.10942,1
152.133,1
152.140938,1
152.142,1
152.145,1
152.15,1
152.150,1
152.16,1
152.167,1
152.182,1
152.1882,1
152.189093,1
152.324,1
152.334,1
152.335,1
152.3842,1
152.385,1
152.4'01,1
152.40902,1
152.40938,1
152.409495,1
152.40951,1
152.40956,1
152.41,1
152.43,1
152.434,1
152.44,1
152.47,1
152.4709,1
152.82,1
152.83,1
15203,1
1520809287,1
15209951249,1
15233,1
15276,1
1528,1
153.0,1
153.0285,1
153.03,1
153.083,1
153.109041,1
153.120287,1
153.120721,1
153.12082,1
153.15076,1
153.1524,1
153.30954,1
153.4'3,1
153.401,1
153.440721,1
153.46,1
153.60951,1
153.65,1
153.6632,1
153.69,1
153.708,1
153.72,1
153.752,1
153.758,1
153.9441802,1
153.98,1
1532,1
1534,1
154.01642,1
154.22,1
154.24,1
154.709,1
1543,1
1547,1
"155,5",1
155.201,1
155.2072,1
155.208,1
155.20937,1
155.20944,1
155.22,1
155.23,1
155.24,1
155.33092,1
155.332,1
155.33209420904,1
155.4124,1
155.413092,1
155.41323,1
155.4136,1
155.4138,1
155.41393,1
155.418232,1
155.423,1
155.424,1
155.446095694,1
155.45,1
155.5072,1
155.7082,1
155.7092,1
155.8201,1
155.820968,1
155.8946,1
155.8951,1
155.9092,1
155.916,1
155.9240943,1
155.935,1
155.937083,1
155004924,1
15507,1
155084,1
1550879,1
1550904,1
15509042,1
15509049,1
1551136,1
15516941,1
15518,1
15520878,1
155480913,1
15563,1
156.0287,1
156.2,1
156.3,1
156.315,1
156.4,1
156.77,1
1569144,1
15694,1
156953,1
157.01,1
157.1,1
157.5,1
157.8,1
157.823,1
157.9,1
1577,1
158.0,1
158.1082,1
158.27,1
158.3'08996,1
158.301,1
158.3071,1
158.39,1
158.41,1
158.424,1
158.43,1
158.435,1
158.7024,1
158.7028,1
158.734,1
1581,1
1587,1
159.24,1
159.31,1
159.8,1
159.901,1
159.90161,1
159.90182,1
159.903,1
159.9072,1
159.91,1
159.91139,1
159.92224,1
159.9227072,1
159.92273633,1
159.9227364,1
159.922757,1
159.92276,1
159.92304,1
159.923082,1
159.92345,1
159.928,1
159.9282223,1
159.92823,1
159.9292,1
159.932,1
159.9382,1
159.94201,1
159.94376,1
159.9553,1
159.956,1
159.961322,1
159.961509,1
159.962,1
159.964,1
159.96422,1
1590567,1
1593,1
159309678,1
1595182,1
15982,1
160.78,1
160.8,1
160.901,1
160.902,1
160.938,1
160.951,1
16019,1
1603,1
1604,1
16044,1
160455,1
1606,1
16060902,1
1609044361,1
16092,1
160942109034,1
160949618,1
16095694,1
160973,1
161094,1
1612,1
1613,1
1620902,1
1623,1
163.53,1
163.68,1
163.83,1
163.85,1
1630941,1
1630973,1
1635,1
164.082,1
164.33,1
16408,1
16472,1
165.17,1
165.741,1
165.8,1
1653,1
166.0953,1
166076,1
1672,1
1673,1
167627,1
167629,1
168.0711,1
1682,1
1683,1
1684,1
16891,1
16912,1
16913,1
170.02,1
170.19,1
170.3,1
170.71,1
170.8,1
170.86,1
170.93,1
170.932,1
170.9409024,1
170.941,1
170.947,1
170.95,1
170.952,1
170.96,1
1700497,1
1702,1
17078,1
170809729167,1
1709,1
1709034,1
170904,1
17091724,1
17091821,1
17092,1
170936,1
170943,1
170951,1
1709561,1
17096,1
171.0,1
171.4,1
171.4092,1
171044361,1
171133,1
171244,1
1714,1
172.42,1
172094,1
1723,1
1729,1
173.08,1
1732,1
174.0951,1
174.11,1
174.201,1
174.20943,1
174.29,1
174.29073,1
174.296042,1
174.2968,1
174.2968526,1
174.29689,1
174.297,1
174.32,1
174.4094,1
174.49,1
174.4937,1
174.4966,1
174.90704,1
174.93326,1
174.9361,1
174.93625,1
174.93632,1
174.9364,1
174.937,1
174.9378125,1
174.962,1
174.9657,1
174.9658,1
174.96588,1
174.96592,1
174.99301,1
1741,1
1743157,1
17438,1
1747,1
1749162,1
174924,1
174927,1
17496,1
175.0,1
17541,1
1755292,1
175927,1
176.2,1
176.5097471,1
176.8,1
1762,1
177.1,1
177.5,1
17731,1
1774,1
1779,1
178.5,1
178.74,1
178.8,1
1784,1
17857,1
1786,1
179.10951,1
179.75,1
179445,1
179476,1
180.938,1
18013,1
1802,1
18026,1
180711,1
18072043,1
1808,1
180922,1
1809438,1
1809477,1
1809493,1
180954,1
1809561,1
180966,1
18098423,1
181.0,1
181.00922,1
181.046,1
181.09,1
181.11082,1
181.1109,1
181.11203,1
181.45,1
181.46,1
181.6,1
181.947,1
18132,1
18134,1
1814,1
181409438,1
18142,1
181420951132,1
18144,1
1817,1
1818,1
182.09,1
182.3,1
182.8,1
1824551,1
18309,1
183094,1
183508309493,1
183509492,1
1836,1
184.0,1
184.14,1
184.3,1
1840943613,1
1841,1
185.092,1
185.2,1
185014,1
18509,1
185336,1
1853847,1
1853858,1
18609,1
1860947,1
1862,1
18640449,1
186409,1
1867,1
187094,1
187409,1
187626,1
188.09,1
188.6,1
188.8,1
189.04,1
189.24,1
189.4082,1
189.79,1
18928,1
190.09,1
190.4,1
190.902,1
190.9031,1
190.9492,1
1900,1
19018,1
1903,1
190598,1
190727,1
1909,1
19092,1
190940903,1
191.08,1
191.1,1
191.4,1
1910,1
19199104971,1
192.0822,1
192.4,1
192.7,1
19218,1
1922,1
1923,1
19240489,1
1929,1
193.01,1
193.05,1
193.09,1
193.09034,1
193.142,1
193.3,1
1933,1
19363,1
1937,1
194.01,1
194.0247,1
194.09,1
194.092,1
194.3,1
194.86,1
194.88,1
194.94,1
194.99,1
1940531503924,1
1942,1
19425,1
1943626,1
19469,1
195.0,1
19561,1
19563,1
196.1,1
196.5,1
196.6,1
196041,1
196046,1
196073,1
196081,1
1961,1
19621042,1
1963,1
196336,1
19636,1
196389,1
196454,1
196506,1
1966,1
196652,1
197.2,1
1970,1
197071,1
19707123,1
19707285,1
197074,1
19724,1
1976,1
19785,1
198.7,1
198.93,1
1982,1
1983,1
1988,1
1989,1
199.43,1
199.4371,1
199.44,1
199.49201,1
199.493,1
199.49742,1
199.52,1
199.8,1
199.83,1
1990,1
1994,1
1998,1
1j,1
2.3,1
2.86,1
200.086,1
200.14,1
200.5,1
200.722,1
200.8,1
200.820901,1
200.866,1
200.9034,1
200.9051,1
200.9173,1
200.918220901,1
200.935,1
200.936,1
200.943,1
200.947,1
200.9516,1
200.95496,1
200.955,1
200.9598,1
200.96,1
200.991,1
2004,1
2004924,1
20049915,1
2006043931,1
2006100025,1
20094109031,1
200942,1
200943,1
20094409034,1
200945,1
20094551,1
20094931,1
200973,1
201.092,1
201.3082,1
201.5,1
201.50954,1
201.6501,1
201.66169,1
201.720902,1
201.720944,1
201.72096,1
201.9,1
201061,1
2011,1
2013,1
2015118,1
20151825,1
20151922,1
20166,1
201724,1
2017670902,1
20182,1
20188,1
202.1,1
202.103,1
202.110,1
202.112,1
202.117,1
202.118,1
202.12,1
202.4,1
2020,1
20205,1
2021,1
20220310,1
20230803,1
202373,1
202856312,1
2028567,1
20288,1
2029,1
203.09,1
203.093,1
203.2,1
203.4209480901,1
203.50943,1
203.80940902,1
2031,1
20341,1
2038,1
204.09,1
204.092,1
204.0945,1
204.0973,1
204.2,1
204.209495,1
204.3,1
204.35,1
204.3509,1
204167,1
20420285554,1
2042595,1
20432,1
20433,1
20437548,1
2046,1
204655,1
20469,1
204859,1
204891,1
2049,1
20492,1
204923,1
204977,1
205.01,1
205.699,1
2050922,1
20529,1
20561,1
20592,1
206.1,1
206092,1
206173,1
2064,1
20651,1
20654,1
20688,1
207.1,1
207.1141,1
207.492,1
2070945632,1
20723,1
20727,1
2074,1
207540222,1
207544,1
207548,1
207572,1
2079,1
20795,1
208.207442142,1
208.20948,1
208.4,1
20809385,1
20814,1
2082095609045,1
2083058927,1
208350967571,1
2083509684,1
2084,1
2086210937,1
2086927,1
208808,1
2088270941,1
20882804,1
20882819495,1
2088297,1
208931,1
20893931,1
2089924,1
208996073,1
209.01,1
209.04,1
209.09,1
209.22,1
209.38,1
209.44,1
209.52,1
209.73084,1
209012,1
209014,1
209021,1
209031,1
209032,1
20917,1
2091753931,1
20918229,1
2092247,1
20924,1
20931,1
20935,1
209352624,1
2093538086642,1
20936,1
209366,1
209383,1
2093918,1
20940902,1
209409021,1
209409031,1
2094109033,1
2094134,1
2094209024,1
209430902,1
2094309043,1
209441,1
2094427,1
209445,1
2094509022,1
2094551,1
20945632,1
2094573,1
2094715,1
209476,1
209489,1
209492,1
20949209032,1
20949452414,1
209495091734,1
20949618,1
20949742,1
2095091732,1
209520902,1
2095209044,1
2095209045,1
209538,1
20955,1
20956747,1
2095691,1
2095694,1
20956953,1
20962,1
20964,1
2096434,1
2096623,1
209676,1
209678,1
20971,1
2097123,1
20971445,1
209724,1
2097309033,1
2097309034,1
20974492,1
209747,1
20977311,1
2097983,1
2098,1
20986109045,1
20994,1
2099685,1
210.1,1
210.14,1
210.9,1
210.9033,1
210.922,1
2100803543,1
21009,1
2100902,1
21009034,1
2101,1
2101724,1
2102,1
21041,1
2106,1
210651,1
21083,1
210841,1
21086642,1
210902,1
2109021,1
2109024,1
210932,1
210944,1
210947,1
2109520902,1
210973,1
21097309042,1
21097309045,1
211.191,1
211.33,1
211.4,1
211.5,1
211.6092,1
211.60951,1
211.8092,1
21108,1
2117,1
212.1,1
2120941,1
2121,1
212201,1
2123,1
213.5,1
2132,1
214208820222,1
21428,1
215041,1
2158,1
2160113,1
2160285,1
216074,1
21609174927,1
216092,1
2160937,1
216094,1
2160943,1
2160945632,1
2160947,1
2160948913,1
216094971,1
216095,1
216095125,1
2160952,1
2160956925,1
21609587,1
21609597,1
216096,1
2160971,1
216097471,1
2160974710904,1
2160977311,1
2160994,1
2167,1
2168,1
2171904,1
21749270561,1
2175,1
21761017671,1
21767,1
21767104,1
21802,1
21821045,1
21821054,1
21822049314209046,1
219.13,1
219832,1
220.016,1
220.046,1
220.074,1
220.09033,1
220.092,1
220.094,1
220.12,1
220.15,1
220.16,1
220.48,1
220.501,1
220.5201,1
220.52072,1
220.520812,1
220.53936,1
220.5398,1
220.561,1
220.59454,1
220.59639,1
220.596391,1
220.596393,1
220.5963989,1
220.5965,1
220.609015,1
220.60904,1
220.66,1
220.8176,1
220.83,1
220.830142,1
220.8396,1
220.90722,1
220.91,1
220.92,1
220.95,1
22004924,1
22004951,1
22009434351,1
2201,1
220212,1
22043,1
220642,1
220757,1
22077,1
2208,1
22082095414,1
220937,1
2209410902,1
220942,1
22094209023,1
22094209034,1
22094309031,1
2209437,1
220947,1
221.06,1
221.08,1
221.092,1
221.09495,1
221.141,1
221.15,1
221.16,1
221.3,1
221.42,1
221.4405,1
221.445,1
221.447,1
221.53931,1
221.6092,1
221.60932,1
221.82963,1
221.83014242,1
221.84,1
221.93054,1
221028553,1
221321,1
22155,1
222.08,1
222.1046,1
222.1047,1
222.107,1
222.1092,1
222.110922,1
222.1206,1
222.12064,1
222.1207,1
222.1604046,1
222.4307,1
222.53064,1
222.63052,1
222.64,1
222.706,1
222.8,1
222.9077,1
2220049240469,1
222020922,1
22206,1
22209,1
2220973,1
2221032093522,1
2227,1
2228,1
223.2067,1
223.27,1
223.5,1
223.7,1
223.807,1
223.9077,1
2238,1
224.001,1
224.1,1
224.104403,1
224.1048,1
224.107,1
224.17,1
224.2077,1
224.306,1
224.3077,1
224.4043,1
224.4077,1
224.606,1
224042,1
224094,1
224106,1
224256,1
225.06,1
225.09495,1
225.12,1
225.3,1
225.42,1
225.486,1
225.53,1
225.559,1
225.569,1
225.596,1
225.59639,1
225.7,1
225.830542093923,1
225.834,1
225.93,1
2252,1
22521,1
22571,1
226.01,1
226.04,1
226.0470941853,1
226.048,1
226.0487,1
226.059,1
226.0622gerdnb,1
226.066,1
226.106,1
226.182,1
226.18902,1
226.2053936,1
226.206,1
226.2066,1
226.22,1
226.3066,1
226.407,1
226.4092,1
226.50486,1
226.50596,1
226.606,1
226.706,1
226.806,1
22601,1
22609051,1
22636,1
227.0609015,1
227.067,1
227.07,1
227.077,1
227.107,1
227.5,1
227.707,1
227.8706,1
227.907,1
227.92,1
227.92001,1
227.92067,1
227.9406,1
22709,1
2274,1
228.064,1
228.07,1
2281,1
2283,1
22840943,1
229.052,1
229.06,1
229.2077,1
229.3,1
229.4,1
229.406,1
229.6,1
229.73052,1
229.7506,1
229.9,1
229.92,1
229.92043,1
229.9205208,1
229.93,1
229.94,1
229.95,1
229.951,1
2290261,1
22a,1
230.00285,1
230.003,1
230.019,1
230.044016,1
230.046,1
230.071,1
230.09015,1
230.09031,1
230.0941,1
230.0968,1
230.13081,1
230.151,1
230.16,1
230.203,1
230.209,1
230.20902,1
230.410922,1
230.41485071,1
230.42092,1
230.46,1
230.48,1
230.605,1
230.97,1
230.97492,1
23015118,1
23042,1
23061,1
230624,1
230688,1
2307,1
23071,1
230924,1
23093,1
230937,1
2309409033,1
23094109033,1
230943613,1
230947,1
2309475,1
2309497,1
231.042,1
231.0440943,1
231.081,1
231.09,1
231.092,1
231.6,1
231.7303,1
231.730940902,1
231.765,1
231.7650922,1
23101,1
231059709014,1
231523,1
232.09021,1
232.092,1
232.4,1
232.8,1
232.9'08,1
232.904,1
232.906,1
232.9109430903,1
232.91094897,1
232.94,1
232.95'4,1
232.97,1
232.991,1
232091724,1
2320932,1
2320951,1
232096694,1
232097309034,1
2326,1
233.11,1
233.114,1
233.4,1
233.5,1
233.509,1
233.7,1
2330394,1
233092,1
2330924,1
233094,1
23309769154,1
23312,1
234.092,1
234.161,1
234.163,1
234.2081,1
234.230937,1
234.50901,1
234.7,1
234.9081,1
2340973,1
23420978,1
2344,1
2347,1
235.2082,1
235.20820942,1
235.2094270902,1
235.2094709021,1
235.209495,1
235.2094961,1
235.3,1
236.092,1
236.1,1
236.25,1
236.3,1
236.540,1
236.8,1
236.9,1
236.96,1
2360397,1
2363,1
2363037,1
2363094309034,1
2367,1
2367044,1
237.2,1
237.4,1
237032,1
237035,1
23703973,1
238.1,1
238.11,1
238.2,1
23802,1
2380397,1
23813,1
23850384,1
239.072,1
239.4,1
23944,1
2398,1
240.005,1
240.21,1
240.82,1
24004963,1
240049639,1
2400903,1
240090511,1
240174927,1
24017492709032,1
2401767,1
240222,1
2403,1
2404,1
24042,1
240438,1
2404495,1
24045,1
24047,1
240475,1
2404950902,1
2407309045,1
24077,1
24084,1
2409031,1
2409041,1
24092,1
240924,1
24093,1
240940902,1
241.08,1
241.09,1
241.0902,1
241.2,1
241.3,1
241.365,1
241.4,1
241.40882713,1
241.40902,1
241.5,1
241.66,1
241.67509015,1
241044,1
24104409032,1
24104609031,1
241048,1
2410492,1
24109034,1
2410904,1
2412909031,1
2413404436109034,1
242.0944,1
242.3,1
242.8015,1
2420460902,1
24205409034,1
24209,1
24212,1
242234,1
2423,1
2424536,1
242789,1
243047,1
2430561,1
2431,1
243155043613,1
2432,1
24333,1
2436046,1
243613,1
2438,1
2438046,1
243931,1
24405,1
2440509032,1
244054,1
2440593,1
24407,1
24408,1
244081,1
2440937,1
2440940902,1
24409409034,1
244094209022,1
24409495,1
2440952,1
244095694,1
2440994,1
24414,1
2443,1
245.03,1
245.3,1
245.709,1
245028,1
245044,1
24509031,1
24563209032,1
246.00941,1
246.082,1
246.0941,1
246.0942,1
246.0943,1
246.2,1
246.5,1
246.53,1
246.5309,1
246.95,1
246.95093943,1
2460492,1
24608,1
24624,1
24642,1
24676,1
2469052,1
2469060903,1
247.1,1
247.11,1
247.7,1
247.792,1
247.8,1
247.9,1
2470182109041,1
24705,1
247050903,1
247073,1
24709049,1
247312,1
2477047,1
247804,1
248.08,1
248.09,1
248.1594,1
248.220820902,1
248.220882819,1
248.2209,1
248.22092,1
248.220922,1
248.2209410902,1
248.220942,1
248.2209430902,1
248.272081,1
248.309,1
248.30940902,1
248.340940902,1
248.40820937,1
248.4092243,1
248.460902,1
248.4708309015,1
248.482,1
248.4841,1
248.86,1
248.8942,1
2483,1
24905,1
24911,1
24920182109032,1
2492051,1
2492059309032,1
249209031,1
24921,1
2492352,1
2493,1
24931,1
2494,1
24943,1
24945,1
2495040902,1
249505509021,1
24957,1
249604,1
24984,1
250.1,1
25004963,1
2506,1
25067,1
25075,1
25079,1
2509,1
250904,1
250944,1
2509701,1
251.0094,1
251.00940902,1
251.00942,1
251.0094209031,1
251.0094409021,1
251.009450902,1
251.009492,1
251.0942,1
251.92,1
251017670902,1
25104,1
251040903,1
25105124909041,1
251054,1
251059700905,1
25106,1
25107291,1
251249,1
2515,1
251609,1
2519,1
25195,1
252.014,1
252.03,1
252.6,1
25208,1
25209,1
2521954,1
253.094,1
253.09420902,1
253.20902,1
253.7,1
25306,1
254.00902,1
254.33,1
2547990469,1
25496,1
255.009,1
255.0094342,1
255.020940902,1
255.06,1
255.18,1
255.19,1
255.2,1
255.400944,1
255.8194950457,1
255.9,1
255.9009021,1
255.9009420902,1
255051,1
25532,1
25601821,1
256040902,1
2561043,1
2563,1
25662,1
25663,1
2569404,1
2569406,1
2572,1
259.50976317,1
2596,1
260.092,1
260.81,1
26004963,1
2601,1
26013,1
26054,1
2606,1
26061,1
2607404361,1
26082,1
2609,1
260951,1
26096,1
261.058,1
261.08828342,1
261.09031,1
261.0939,1
261.0954,1
261.2071,1
261.22,1
261.2209015,1
261.26,1
261.270,1
261.270946,1
261.2709496,1
261.29096,1
261.3,1
261.57,1
261.570945632,1
261.578,1
261.58,1
261.580,1
261.6,1
261.709,1
261.70941,1
261.70943,1
261.70944,1
261.70945,1
261.70949,1
261.70973,1
261.8323,1
261.834,1
261.8342,1
261.873,1
261056,1
26108612,1
2612096891,1
26130223,1
262.0011,1
262.0242,1
262.03,1
262.109,1
262.120940902,1
262.1214,1
262.1220944209021,1
262.130902,1
262.13092,1
262.130924,1
262.131,1
262.1350922,1
262.14,1
262.140,1
262.142,1
262.1509023,1
262.2,1
262.2209420902,1
262.309420902,1
262.30945,1
262.4,1
262.509,1
262.5091,1
262.5092,1
262.514,1
262.7,1
262.77,1
262.908,1
262.909,1
262.909021,1
262.90942,1
262.909420902,1
262.90943,1
262.9815,1
262.9842,1
26204,1
26206,1
263.04109015,1
263.04241509021,1
263.0424611,1
263.092,1
263.2,1
263.3,1
263.9,1
263.93,1
2630651,1
26320723,1
264.0,1
264.001,1
264.0094,1
264.00956,1
264.014,1
264.0163,1
264.017,1
264.019087,1
264.0200902,1
264.0200940902,1
264.0208620094409032,1
264.0209,1
264.0209850944,1
264.021,1
264.022,1
264.0230944,1
264.031,1
264.042,1
264.0426802,1
264.08,1
264.1,1
264096761,1
26423,1
2649042,1
265.609,1
265.62,1
265.65,1
265.809031,1
266.0096,1
266.009669,1
266.00967,1
266.023510082,1
266.19437,1
266.2,1
266.25,1
266.254,1
266.267,1
266.2675,1
266.29530924,1
266.3,1
266.393,1
266.393092,1
266.4,1
266.4268,1
266.52092,1
266.54,1
266.554,1
266.61675092,1
266.70082,1
266.9,1
266.92,1
266.96691,1
2660097541,1
26610,1
267.09,1
267.094,1
267.3947,1
26701821,1
26773,1
2678,1
268.6,1
268.842,1
268.86133,1
268.896,1
268221,1
26881,1
2689,1
26891,1
26897,1
269.209,1
269.31,1
270.0,1
270.016,1
270.0351,1
270.072,1
270.089,1
270.09171,1
270.09174927,1
270.0942,1
270.103,1
270.108,1
270.109,1
270.10924,1
270.2092232,1
270.3094321,1
270.38,1
270.4bal,1
270.6086,1
270.612,1
270.7,1
270.8089,1
270.81,1
270.82,1
270.991,1
27001,1
27004924,1
270092,1
2701,1
27013,1
2701519233,1
2704,1
2705694,1
270612,1
2706510952,1
27082,1
27083,1
270839,1
2709033,1
27092,1
271.0,1
271.00493,1
271.009021,1
271.009024,1
271.009031,1
271.00939,1
271.0094,1
271.009420902,1
271.0094209021,1
271.00942609021,1
271.009429,1
271.00943,1
271.0094509021,1
271.0094609021,1
271.009493,1
271.0094950902,1
271.00955,1
271.0095694,1
271.0200902,1
271.02041,1
271.06,1
271.060902,1
271.069,1
271.08041,1
271.08045,1
271.09,1
271.0902,1
271.0932,1
271.09415,1
271.0942,1
271.0943,1
271.094438,1
271.10410902,1
271.1042,1
271.1042267,1
271.1044,1
271.10457194,1
271.10492,1
271.105513,1
271.10943,1
271.1094443,1
271.109493,1
271.1202,1
271.12043,1
271.12043378,1
271.120493,1
271.120494,1
271.1404443,1
271.26,1
271.302,1
271.3024,1
271.31,1
271.4,1
271.4043,1
271.40924241,1
271.4094241,1
271.5069,1
271.50924,1
271.7042,1
271.710456,1
271.7702,1
271.790943,1
271.8092,1
271.81949565,1
271.9000902,1
271.9004,1
271.90040902,1
271.900430902,1
271.900902,1
271.9009493,1
271.90942,1
271.970,1
271.9720434,1
271.9809435657,1
2714,1
27140942746,1
27153089,1
272.09,1
272.09409,1
272.095694,1
272.14,1
272.20924,1
272.20944,1
272.20981,1
272.7,1
272.9,1
2729073,1
27295073,1
272ʹ,1
273.09021,1
273.094,1
273.23,1
273.6,1
273.709492,1
27305,1
27305209045,1
273072,1
27307295,1
2732,1
273951,1
274.0,1
274.04,1
274.05,1
274.05082,1
274.07,1
274.1044,1
274.1083,1
274.1106,1
274.1506,1
274.202,1
274.203,1
274.2081,1
274.2082,1
274.209021,1
274.21,1
274.22,1
274.2354,1
274.24,1
274.248,1
274.28605,1
274.2903,1
274.307,1
274.3305,1
274.353,1
274.38,1
274.402,1
274.4092,1
274.410,1
274.418,1
274.44,1
274.484,1
274.495,1
274.547,1
274.563202,1
274.6,1
274.606,1
274.6803,1
274.77,1
274.7705,1
274.771,1
274.79,1
274.8,1
274.81,1
274.8505,1
274.91,1
274.921,1
274.9303,1
274.957,1
274.97306092,1
274.98,1
2747,1
27471,1
275.02,1
275.2,1
275.3,1
275.31,1
275.6088042,1
275.691,1
275.69101,1
275.69402,1
275.8,1
275.98,1
275033,1
2753,1
27569405695,1
276.02,1
276.102,1
276.11,1
276.128.6,1
276.203,1
276.6,1
276.67,1
276.69,1
276.75,1
276.79,1
276.87,1
276.91,1
27606,1
276504436,1
27661,1
277.294,1
277.308,1
277.4,1
277.5,1
277.56,1
277.64,1
277.644,1
277.8,1
27707,1
277311,1
278,1
278.1,1
27861,1
2794,1
280.01,1
280.1,1
280.175h35,1
280.39,1
280.409,1
280.40924,1
280.40943,1
280.7,1
280.973,1
280212,1
2806,1
28061,1
280645,1
2808,1
28083,1
2809,1
280922,1
28094,1
280947,1
2809669,1
281.0016,1
281.082,1
281.095691,1
281.40922,1
281.40924,1
281.5082,1
281.509,1
281.509021,1
281.50951,1
281.52,1
281.709622,1
281.72092262,1
281.7209622,1
281.7509,1
281.75092,1
281.8092,1
281.80935,1
281.9081,1
281.90917,1
281.9458,1
281.947,1
281056,1
28120463,1
2816,1
282.01,1
282.02,1
282.03,1
282.080939,1
282.082,1
282.09022,1
282.09031,1
282.0922493,1
282.0954,1
282.129,1
282.2,1
282.3,1
282.4,1
282.424680922,1
282.426560922,1
282.4308,1
282.43515,1
282.435958,1
282.4409021,1
282.441,1
282.445823,1
282.45,1
282.4509,1
282.45092,1
282.463,1
282.477,1
282.48,1
282.49,1
282.71,1
28209,1
2820916336,1
282091724,1
282094,1
2820947,1
2820951,1
2820954,1
2820956,1
2820965,1
2820966,1
2820973,1
28209763,1
2821,1
282431,1
2829,1
283.0924,1
283.41,1
283.4209034,1
283.4213,1
283.423,1
283.4274,1
283.495,1
284.14861,1
284.1492,1
284.24921,1
284.268,1
284.268092,1
284.309031,1
284.3092,1
284.32494,1
284.3493,1
284.5,1
284.673,1
284.84,1
284015118,1
2840973,1
284203,1
284248,1
28425,1
28427,1
2843,1
2844,1
285.092,1
285.136,1
285.20924,1
285.734,1
285.8492,1
285.873092,1
285.942,1
2852,1
2854,1
285435,1
2854678,1
2855265,1
285536,1
2855369,1
286,1
286.0924,1
286.132,1
28636,1
287.0924,1
287.9,1
287.96,1
287.96092,1
2870945,1
287209,1
28894,1
289.1,1
289.3092,1
289.33,1
289.372,1
289.5,1
289.609,1
289.6748,1
289.7092,1
289.7438,1
289.8,1
289.94,1
2895,1
29.1,1
290.4,1
290.5,1
290.9,1
290.9394,1
290.944,1
290.951,1
29025,1
2903,1
291.07,1
291.09,1
291.0959,1
291.1303,1
291.1787,1
291.18,1
291.21,1
291.2126,1
291.216,1
291.22,1
291.2375,1
291.32,1
291.33,1
291.33096894,1
291.34,1
291.351,1
291.38,1
291.83,1
291.9,1
2910971,1
2912,1
291497,1
2919,1
292.0082,1
292.009,1
292.009363,1
292.00938,1
292.07082,1
292.07086,1
292.0709364,1
292.0809385,1
292.080939,1
292.1213,1
292.20938,1
292.2110222,1
292.2114,1
292.218,1
292.23,1
292.3609385,1
292.4,1
292.5,1
292.65,1
292.7,1
293.5,1
293.551,1
293.553,1
293.59,1
2939,1
294.303,1
294.3063,1
294.307091821,1
294.30720952,1
294.3084,1
294.30901,1
294.30941,1
294.3095104,1
294.309510902,1
294.309512,1
294.3095124,1
294.30951249,1
294.309519,1
294.3095195,1
294.3095493,1
294.3095496,1
294.30971,1
294.318,1
294.31823,1
294.322,1
294.329,1
294.335,1
294.337,1
294.3372,1
294.337273095109043,1
294.3438,1
294.344,1
294.3442,1
294.3443,1
294.34435,1
294.3569760952,1
294.36,1
294.36570951,1
294.36570952,1
294.3820951,1
294.39,1
294.39209575,1
294.39230902,1
294.3926,1
294.39260952,1
294.39́27,1
294.4072,1
294.4086,1
294.4092,1
294.4095487,1
294.4173,1
294.422,1
294.423,1
294.509,1
294.50973,1
294.51,1
294.513,1
294.517,1
294.521,1
294.52113,1
294.52114,1
294.535,1
294.538,1
294.5382095496,1
294.54,1
294.543,1
294.5447,1
294.54470954,1
294.551,1
294.5512092,1
294.553,1
294.58,1
294.59212,1
294.59212046,1
294.5921404521,1
294.592204521,1
294.5922046,1
294.5923,1
294.5923048,1
294.5924,1
294.592404521,1
294.594,1
294.595,1
294.682,1
2941,1
2943,1
294447,1
2945,1
29493,1
296.0,1
296.04,1
296.082,1
296.088,1
296.09014092,1
296.0902,1
296.093309014,1
296.0942,1
296.09438,1
296.0987,1
296.1206,1
296.12306,1
296.124,1
296.127406,1
296.17,1
296.32,1
296.33,1
296.3677,1
296.385,1
296.396,1
296.433,1
296.4809015,1
296.492,1
296.495092,1
296.61,1
296.6509015,1
296.68,1
296.68083,1
296.7094,1
296.71,1
296.7420937,1
296.81082,1
296.833,1
296.834,1
296.88,1
296.934,1
296.983.3,1
2963,1
297.014,1
297.054,1
297.08,1
297.08664,1
297.0902,1
297.09021,1
297.09033,1
297.095309021,1
